Champion,Ability,Spell Name,Has CC?,CC Type,Ability Description,Cooldown (Seconds)
Vi,R,Cease and Desist,❌,None,"Vi runs down an enemy, knocking aside anyone in the way. When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground.",140/115/90
Viego,,,,,,
Viego,Q,Blade of the Ruined King,❌,None,"Viego's spectral blade passively deals bonus percent current Health damage <OnHit>On-Hit</OnHit> and strikes twice vs. enemies he recently hit with an Ability, stealing Health.<br><br>Viego can activate this Ability to thrust his zweihander forward, impaling enemies in front of him.",5/4.5/4/3.5/3
Viego,W,Spectral Maw,✅,stun,"Viego charges up before dashing forward, releasing a ball of concentrated Black Mist that stuns the first enemy hit.",8/8/8/8/8
Viego,E,Harrowed Path,❌,None,"Viego commands the Black Mist to haunt and surround a piece of terrain. Viego can hide in the Mist as a wraith, gaining camouflage, Move Speed, and Attack Speed.",14/12/10/8/6
Viego,R,Heartbreaker,❌,None,"Viego teleports to a nearby location and executes an enemy champion on arrival, piercing their heart and causing a destructive shockwave around them that knocks away their allies.",120/100/80
Viktor,,,,,,
Viktor,Q,Siphon Power,❌,None,"Viktor blasts an enemy unit with magic damage, which grants him a shield and empowers his next basic attack.<br><br>Augment: Siphon Power's shield is increased by 60% and Viktor gains bonus move speed after casting the Ability.<br>",9/8/7/6/5
Viktor,W,Gravity Field,✅,"stun, slow",Viktor conjures a heavy gravitational field that slows enemies caught within its radius. Enemies who stay in the field for too long become stunned.<br><br>Augment: Viktor's spells apply a slow to enemies.<br>,17/16/15/14/13
Viktor,E,Hextech Ray,❌,None,"Viktor uses his biomechanical arm to fire a Hextech Ray that cuts across the field in a line, dealing damage to all enemies in its path.<br><br>Augment: An explosion follows in the Hextech Ray's wake, dealing magic damage.<br>",12/11/10/9/8
Viktor,R,Arcane Storm,❌,None,"Viktor conjures an Arcane Storm on the field, dealing magic damage and interrupting enemy channels. The storm periodically does magic damage to all nearby enemies and can be redirected by Viktor.<br><br>Augment: The Arcane Storm moves 25% faster, and whenever champions die after taking damage from it, the storm grows and increases in its duration.<br><br>",120/100/80
Vladimir,,,,,,
Vladimir,Q,Transfusion,❌,None,"Vladimir steals life from the target enemy. When Vladimir's resource is full, Transfusion will benefit from massively increased damage and healing for a brief time.",9/7.9/6.8/5.7/4.6
Vladimir,W,Sanguine Pool,✅,slow,"Vladimir sinks into a pool of blood, becoming untargetable for 2 seconds. Additionally, enemies on the pool are slowed and Vladimir siphons life from them.",28/25/22/19/16
Vladimir,E,Tides of Blood,❌,None,"Vladimir pays his own health to charge up a reservoir of blood which, when released, deals damage in the area around him but can be blocked by enemy units.",13/11/9/7/5
Vladimir,R,Hemoplague,❌,None,"Vladimir infects an area with a virulent plague. Affected enemies take increased damage for the duration. After a few seconds, Hemoplague deals magic damage to infected enemies and heals Vladimir for each enemy Champion hit.",120/120/120
Volibear,,,,,,
Volibear,Q,Thundering Smash,✅,stun,"Volibear gains speed towards enemies, <status>Stunning</status> and damaging the first one he Attacks.",14/13/12/11/10
Volibear,W,Frenzied Maul,❌,None,"Volibear damages an enemy, applying on-hit effects and marking them.  Casting this ability again on the same target deals bonus damage and Heals Volibear.",5/5/5/5/5
Volibear,E,Sky Splitter,✅,slow,"Volibear summons a lightning bolt at a location, dealing damage and Slowing enemies while granting Volibear a Shield if he's inside the blast radius.",14/14/14/14/14
Volibear,R,Stormbringer,✅,slow,"Volibear leaps to a target location, Slowing and damaging enemies beneath him while gaining bonus Health.  Enemy towers near his landing location become temporarily disabled.",160/135/110
Warwick,,,,,,
Warwick,Q,Jaws of the Beast,❌,None,"Warwick lunges forward and bites his target, dealing damage based on their maximum health and healing for damage dealt.",8/7.5/7/6.5/6
Warwick,W,Blood Hunt,❌,None,"Warwick senses enemies below 50% health, gaining Move Speed toward and attack speed against them. When they fall below 20% health, he frenzies and these bonuses triple.",80/70/60/50/40
Warwick,E,Primal Howl,❌,None,"Warwick gains damage reduction for 2.5 seconds. At the end, or if re-activated, he howls, causing nearby enemies to flee for 1 second.",15/14/13/12/11
Warwick,R,Infinite Duress,✅,suppress,"Warwick leaps in a direction (scaling with his bonus Move Speed), suppressing the first champion he collides with for 1.5 seconds.",110/90/70
Xayah,,,,,,
Xayah,Q,Double Daggers,❌,None,Xayah throws two damaging daggers that also drop Feathers she can recall.,10/9.5/9/8.5/8
Xayah,W,Deadly Plumage,❌,None,Xayah creates a storm of blades that increase her Attack Speed and damage while also granting her Move Speed if she attacks a champion.,20/19/18/17/16
Xayah,E,Bladecaller,✅,root,Xayah calls back all her dropped Feathers dealing damage and rooting enemies.,12/11/10/9/8
Xayah,R,Featherstorm,❌,None,"Xayah leaps into the air becoming untargetable and throwing out a fan of daggers, dropping Feathers she can recall.",140/120/100
Xerath,,,,,,
Xerath,Q,Arcanopulse,❌,None,"Fires a long-range beam of energy, dealing magic damage to all targets hit.",9/8/7/6/5
Xerath,W,Eye of Destruction,✅,slow,"Calls down a barrage of arcane energy, slowing and dealing magic damage to all enemies in an area. Targets in the middle receive additional damage and a stronger slow.",14/13/12/11/10
Xerath,E,Shocking Orb,✅,stun,Deals magic damage to an enemy and stuns them.,13/12.5/12/11.5/11
Xerath,R,Rite of the Arcane,❌,None,Xerath immobilizes himself and gains numerous long-range barrages.,130/115/100
XinZhao,,,,,,
XinZhao,Q,Three Talon Strike,❌,None,Xin Zhao's next 3 standard attacks deal increased damage with the third attack knocking an opponent into the air.,7/6.5/6/5.5/5
XinZhao,W,Wind Becomes Lightning,✅,slow,"Xin Zhao slashes in front of himself with his spear, then thrusts it forward, slowing affected enemies and marking them as Challenged.",12/11/10/9/8
XinZhao,E,Audacious Charge,✅,slow,"Xin Zhao charges to an enemy, gaining increased Attack Speed and dealing damage to all enemies in the area, slowing them briefly. Audacious Charge gains increased range against Challenged targets.",11/11/11/11/11
XinZhao,R,Crescent Guard,❌,None,"Xin Zhao challenges an enemy he damaged recently. Xin Zhao deals damage to nearby enemies based on their current Health and knocks non-challenged targets back, becoming impervious to damage dealt by champions outside of the circle created.",120/110/100
Yasuo,,,,,,
Yasuo,Q,Steel Tempest,❌,None,"Thrusts forward, damaging all enemies in a line.<br><br>On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Steel Tempest fires a whirlwind that knocks <font color='#6655CC'>Airborne</font>.<br><br>Steel Tempest is treated as a basic attack and scales with all the same things.",4/4/4/4/4
Yasuo,W,Wind Wall,❌,None,Creates a moving wall that blocks all enemy projectiles for 4 seconds.,25/23/21/19/17
Yasuo,E,Sweeping Blade,❌,None,"Dashes through target enemy, dealing magic damage. Each cast increases subsequent dash's damage, up to a max amount.<br><br>Cannot be re-cast on the same enemy for a few seconds.<br><br><font color='#99FF99'>If Steel Tempest is cast while dashing, it will strike as a circle.</font>",0.5/0.4/0.3/0.2/0.1
Yasuo,R,Last Breath,❌,None,"Blinks to an <factionIonia1>Airborne</factionIonia1> enemy champion, dealing physical damage and holding all <factionIonia1>Airborne</factionIonia1> enemies in the area in the air. Grants maximum Flow but resets all stacks of Gathering Storm.<br><br>For a moderate time afterwards, Yasuo's critical strikes gain significant Bonus Armor Penetration.",70/50/30
Yone,,,,,,
Yone,Q,Mortal Steel,❌,None,"Thrusts forward, damaging all enemies in a line.<br><br>On hit, grants a stack of Gathering Storm for a few seconds. At 2 stacks, Mortal Steel dashes Yone forward with a gust of wind knocking enemies <status>Airborne</status>.<br><br>Mortal Steel is treated as a basic attack and scales with all the same things.",4/4/4/4/4
Yone,W,Spirit Cleave,❌,None,"Cleaves forward, damaging all enemies in a cone. Grants a shield to Yone, the value is increased by the number of champions hit by the swipe.<br><br>Spirit Cleave's cooldown and cast time scale with attack speed.",14/14/14/14/14
Yone,E,Soul Unbound,❌,None,"Yone's spirit leaves his body behind, gaining Move Speed. When this ability ends, Yone's spirit is forced back to his body and he repeats a portion of the damage he dealt as a spirit.",22/19/16/13/10
Yone,R,Fate Sealed,❌,None,Yone blinks behind the last champion in a line with a slash so powerful it pulls all enemies hit towards him.,120/100/80
Yorick,,,,,,
Yorick,Q,Last Rites,❌,None,Yorick deals bonus damage on his next attack and heals himself. If the target dies a grave will be dug.,7/6.25/5.5/4.75/4
Yorick,W,Dark Procession,❌,None,Yorick summons a destructible wall at target location that will block enemy movement.,20/18/16/14/12
Yorick,E,Mourning Mist,✅,slow,"Yorick throws a globule of Black Mist that damages, slows and marks enemies.",12/11/10/9/8
Yorick,R,Eulogy of the Isles,❌,None,Yorick summons the Maiden of the Mist that causes Yorick's attacks against the Maiden's target to deal bonus damage. The Maiden will also automatically raise Walkers from dead enemies.,160/130/100
Yuumi,,,,,,
Yuumi,Q,Prowling Projectile,✅,slow,"Yuumi fires a missile, dealing damage and slowing first target hit. It deals bonus damage and an enchanced slow if it takes at least 1.35 seconds to get to its target. While on her Best Friend, the slow is always enhanced and grants bonus On-Hit damage to her ally.<br><br>While Attached, the missile can be controlled with your cursor for a brief period.",6.5/6.5/6.5/6.5/6.5/6.5
Yuumi,W,You and Me!,❌,None,"Yuumi dashes to a target ally, becoming untargetable from everything except turrets. While on her Best Friend, she gains Heal & Shield Power and grants her Ally On-Hit healing.",0/0/0/0/0
Yuumi,E,Zoomies,❌,None,"Shields Yuumi and boosts Move Speed and Attack Speed. If she's attached, she passes it to her ally instead.<br>",10/10/10/10/10
Yuumi,R,Final Chapter,❌,None,"Yuumi channels five waves that damage enemies and heal allies. Yuumi can move, attach, and cast Zoomies! while channeling. While on her Best Friend, this spell also follows her mouse.",120/110/100
Zac,,,,,,
Zac,Q,Stretching Strikes,❌,None,"Zac stretches an arm, grabbing an enemy. Attacking a different enemy will cause him to throw both targets towards each other.",14/12.5/11/9.5/8
Zac,W,Unstable Matter,❌,None,"Zac explodes outward towards nearby enemies, dealing a percentage of their maximum health as magic damage.",5/5/5/5/5
Zac,E,Elastic Slingshot,❌,None,"Zac attaches his arms to the ground and stretches back, launching himself forward.",22/19/16/13/10
Zac,R,Let's Bounce!,✅,slow,"Zac bounces four times, knocking up enemies hit and slowing them.",120/105/90
Zed,,,,,,
Zed,Q,Razor Shuriken,❌,None,Zed and his shadows throw their shurikens.<br><br>Each shuriken deals damage to every enemy hit.,6/6/6/6/6
Zed,W,Living Shadow,❌,None,"<font color='#FF9900'>Passive:</font> Zed gains energy whenever he and his shadows strike an enemy with the same ability. Energy can only be gained once per cast ability.<br><br><font color='#FF9900'>Active:</font> Zed's shadow dashes forward, remaining in place for a few seconds. Reactivating Living Shadow will cause Zed to switch positions with this shadow.",20/19/18/17/16
Zed,E,Shadow Slash,✅,slow,"Zed and his Shadows slash, dealing damage to nearby enemies. Enemies hit by a Shadow's slash are slowed.",5/4.5/4/3.5/3
Zed,R,Death Mark,❌,None,"Zed becomes untargetable and dashes to an enemy champion, marking them. After 3 seconds the mark triggers, repeating a portion of all the damage Zed dealt to the target while they were marked.",120/110/100
Zeri,,,,,,
Zeri,Q,Burst Fire,❌,None,Burst Fire shoots a burst of 7 rounds that deal attack damage to the first enemy hit. This Ability is treated as an Attack.,0/0/0/0/0
Zeri,W,Ultrashock Laser,✅,slow,Zeri fires an electric pulse that slows and damages the first enemy hit. If the pulse hits a wall it expands into a long range laser.,12/11/10/9/8
Zeri,E,Spark Surge,❌,None,"Zeri dashes a short distance and energizes her next 3 shots of Burst Fire, causing them to pierce through enemies. She will vault and grind over any terrain she touches.",22/21/20/19/18
Zeri,R,Lightning Crash,❌,None,"Zeri discharges a nova of electricity and overcharges herself, gaining increased damage and stacking Move Speed that refreshes and gets stronger every time she hits an enemy champion. While overcharged, Burst fire becomes a faster triple shot that chains lightning between enemies.",80/75/70
Ziggs,,,,,,
Ziggs,Q,Bouncing Bomb,❌,None,Ziggs throws a bouncing bomb that deals magic damage.,6/5.5/5/4.5/4
Ziggs,W,Satchel Charge,❌,None,"Ziggs flings an explosive charge that detonates after a delay, or when this ability is activated again. The explosion deals magic damage to enemies, knocking them away. Ziggs is also knocked away, but takes no damage. <br><br>Ziggs can use the Satchel to hexplode vulnerable enemy turrets.",20/18/16/14/12
Ziggs,E,Hexplosive Minefield,✅,slow,"Ziggs scatters proximity mines that detonate on enemy contact, dealing magic damage and slowing. Successive mine detonations on the same target deal reduced damage.",16/16/16/16/16
Ziggs,R,Mega Inferno Bomb,❌,None,"Ziggs deploys his ultimate creation, the Mega Inferno Bomb, hurling it an enormous distance. Enemies in the primary blast zone take more damage than those farther away.",120/95/70
Zilean,,,,,,
Zilean,Q,Time Bomb,✅,stun,"Tosses a bomb to target area that sticks to units that come near it (prioritizes Champions). It detonates after 3 seconds, dealing area of effect damage. If a Time Bomb is detonated early by another Time Bomb, it also stuns enemies.",10/9.5/9/8.5/8
Zilean,W,Rewind,❌,None,"Zilean can prepare himself for future confrontations, reducing the cooldowns of his other basic abilities.",14/12/10/8/6
Zilean,E,Time Warp,❌,None,"Zilean bends time around any unit, decreasing an enemy's Move Speed or increasing an ally's Move Speed for a short time.",15/15/15/15/15
Zilean,R,Chronoshift,❌,None,"Zilean places a protective time rune on an allied champion, teleporting the champion back in time if they take lethal damage.",120/90/60
Zoe,,,,,,
Zoe,Q,Paddle Star!,❌,None,Zoe fires a missile that she can redirect in flight. Deals more damage the longer it flies in a straight line.,8.5/8/7.5/7/6.5
Zoe,W,Spell Thief,❌,None,"Zoe can pick up the remnants of enemy summoner spell and active item casts and cast them once herself. Whenever she casts a summoner spell, she gains 3 missiles that fire at the nearest target.",0.25/0.25/0.25/0.25/0.25
Zoe,E,Sleepy Trouble Bubble,✅,sleep,"Causes the target to become drowsy, then fall asleep. While asleep, the target's Magic Resist is reduced. The first source of damage that breaks the sleep is doubled, up to a cap.",16/15/14/13/12
Zoe,R,Portal Jump,❌,None,Blink to a nearby position for 1 second. Then blink back.,11/8/5
Zyra,,,,,,
Zyra,Q,Deadly Spines,❌,None,"Thick vines spread through the ground and explode into spines, dealing magic damage to enemies within the area. If cast near a seed, Deadly Spines grows a Thorn Spitter plant, which fires at enemies from afar.",7/6.5/6/5.5/5
Zyra,W,Rampant Growth,✅,root,"Zyra plants a seed, lasting up to 60 seconds. Deadly Spines and Grasping Roots cast near seeds will turn them into plants who fight for Zyra. Zyra can store multiple seeds at once, and killing enemies reduces Rampant Growth's recharge time.",0/0/0/0/0
Zyra,E,Grasping Roots,✅,root,"Zyra sends forth vines through the ground to ensnare her target, dealing damage and rooting enemies they come across. If cast near a seed, Grasping Roots grows a Vine Lasher, whose short range attacks reduce enemy Move Speed.",12/12/12/12/12
Zyra,R,Stranglethorns,❌,None,"Zyra summons a twisted thicket at her target location, dealing damage to enemies as it expands and knocking them airborne as it contracts. Plants within the thicket are enraged.",110/100/90
